,Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
5853,Air India,18/04/2019,Delhi,Cochin,DEL ? COK,05:10,08:00,2h 50m,non-stop,No info,6094
3929,IndiGo,6/06/2019,Kolkata,Banglore,CCU ? HYD ? BLR,15:15,20:30,5h 15m,1 stop,No info,5170
9982,Air India,1/04/2019,Kolkata,Banglore,CCU ? BBI ? BOM ? BLR,12:00,21:50,9h 50m,2 stops,No info,9258
3251,IndiGo,9/03/2019,Delhi,Cochin,DEL ? BOM ? COK,04:45,21:00,16h 15m,1 stop,No info,10518
4952,Jet Airways,1/04/2019,Kolkata,Banglore,CCU ? BOM ? BLR,14:05,19:50,5h 45m,1 stop,No info,13364
2455,IndiGo,9/05/2019,Kolkata,Banglore,CCU ? BLR,21:25,00:05 10 May,2h 40m,non-stop,No info,4804
1335,Jet Airways,18/06/2019,Mumbai,Hyderabad,BOM ? HYD,19:35,21:05,1h 30m,non-stop,No info,5678
8645,Multiple carriers,9/05/2019,Delhi,Cochin,DEL ? BOM ? COK,06:40,19:15,12h 35m,1 stop,No info,7787
866,Air India,15/03/2019,Delhi,Cochin,DEL ? COK,18:05,21:10,3h 5m,non-stop,No info,4939
4993,Jet Airways,9/03/2019,Delhi,Cochin,DEL ? BOM ? COK,06:50,04:25 10 Mar,21h 35m,1 stop,No info,16289
9017,Air India,9/05/2019,Delhi,Cochin,DEL ? MAA ? COK,20:40,09:25 10 May,12h 45m,1 stop,No info,7480
7949,Jet Airways,12/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,14:05,23:35,9h 30m,1 stop,No info,14781
10062,Jet Airways,15/06/2019,Delhi,Cochin,DEL ? JDH ? BOM ? COK,11:40,19:00,7h 20m,2 stops,No info,18804
2625,Air India,6/03/2019,Delhi,Cochin,DEL ? BLR ? COK,06:10,08:15 07 Mar,26h 5m,1 stop,No info,11038
668,Jet Airways,18/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,21:10,10:05 19 May,12h 55m,1 stop,In-flight meal not included,8586
8531,IndiGo,24/06/2019,Delhi,Cochin,DEL ? MAA ? COK,07:15,12:30,5h 15m,1 stop,No info,6582
1600,Multiple carriers,21/05/2019,Delhi,Cochin,DEL ? BOM ? COK,17:00,01:30 22 May,8h 30m,1 stop,No info,7888
1272,GoAir,15/05/2019,Kolkata,Banglore,CCU ? AMD ? BLR,16:40,00:15 16 May,7h 35m,1 stop,No info,7831
4876,IndiGo,9/06/2019,Delhi,Cochin,DEL ? BLR ? COK,02:00,07:45,5h 45m,1 stop,No info,6386
6261,Jet Airways,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,10:00,19:00,9h,1 stop,In-flight meal not included,10262
8576,Jet Airways,9/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,21:10,20:45 10 Jun,23h 35m,1 stop,In-flight meal not included,10844
8516,Air Asia,27/06/2019,Banglore,Delhi,BLR ? DEL,23:55,02:45 28 Jun,2h 50m,non-stop,No info,3383
1920,IndiGo,3/04/2019,Banglore,Delhi,BLR ? DEL,21:15,00:15 04 Apr,3h,non-stop,No info,3943
4501,Jet Airways,24/03/2019,Kolkata,Banglore,CCU ? BOM ? BLR,06:30,16:20,9h 50m,1 stop,In-flight meal not included,8824
3882,Air India,24/03/2019,Kolkata,Banglore,CCU ? BOM ? GOI ? BLR,09:25,05:35 25 Mar,20h 10m,2 stops,No info,11774
8337,GoAir,9/06/2019,Delhi,Cochin,DEL ? HYD ? COK,07:30,13:35,6h 5m,1 stop,No info,6276
9570,Jet Airways,1/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:25,23:35 02 May,27h 10m,1 stop,In-flight meal not included,9314
889,IndiGo,9/06/2019,Kolkata,Banglore,CCU ? HYD ? BLR,19:20,23:45,4h 25m,1 stop,No info,4205
4830,IndiGo,24/03/2019,Kolkata,Banglore,CCU ? HYD ? BLR,15:10,19:50,4h 40m,1 stop,No info,7476
5351,SpiceJet,21/05/2019,Delhi,Cochin,DEL ? PNQ ? COK,08:45,13:15,4h 30m,1 stop,No check-in baggage included,5158
8474,Multiple carriers,15/05/2019,Delhi,Cochin,DEL ? BOM ? COK,09:00,21:00,12h,1 stop,No info,13727
6013,SpiceJet,18/05/2019,Kolkata,Banglore,CCU ? BLR,09:00,11:25,2h 25m,non-stop,No check-in baggage included,4439
2237,IndiGo,12/06/2019,Banglore,Delhi,BLR ? DEL,07:10,10:05,2h 55m,non-stop,No info,4823
4123,Jet Airways,1/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:25,09:45 02 May,13h 20m,1 stop,No info,11467
9776,IndiGo,3/06/2019,Chennai,Kolkata,MAA ? CCU,13:15,15:35,2h 20m,non-stop,No info,3597
2132,SpiceJet,12/05/2019,Mumbai,Hyderabad,BOM ? HYD,13:15,14:45,1h 30m,non-stop,No info,2227
10498,Jet Airways,6/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,16:30,09:20 07 May,16h 50m,1 stop,In-flight meal not included,9663
4425,Air Asia,18/03/2019,Kolkata,Banglore,CCU ? BLR,22:50,01:20 19 Mar,2h 30m,non-stop,No info,4082
5092,Air India,9/03/2019,Delhi,Cochin,DEL ? HYD ? BOM ? COK,21:30,19:15 10 Mar,21h 45m,2 stops,No info,11762
8797,Jet Airways,6/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,14:05,20:45,6h 40m,1 stop,No info,14571
6365,Jet Airways,6/04/2019,Banglore,Delhi,BLR ? DEL,11:10,14:05,2h 55m,non-stop,No info,7229
4420,Air India,12/06/2019,Kolkata,Banglore,CCU ? GAU ? DEL ? BLR,09:50,08:55 13 Jun,23h 5m,2 stops,No info,14960
3742,IndiGo,21/04/2019,Kolkata,Banglore,CCU ? BLR,22:15,00:50 22 Apr,2h 35m,non-stop,No info,4804
218,Jet Airways,12/05/2019,Banglore,Delhi,BLR ? DEL,15:15,18:10,2h 55m,non-stop,No info,7229
2717,SpiceJet,1/04/2019,Banglore,Delhi,BLR ? DEL,21:10,00:05 02 Apr,2h 55m,non-stop,No info,3625
166,Air India,3/03/2019,Mumbai,Hyderabad,BOM ? HYD,13:55,15:25,1h 30m,non-stop,No info,6092
4335,Multiple carriers,3/03/2019,Delhi,Cochin,DEL ? BOM ? COK,10:00,01:35 04 Mar,15h 35m,1 stop,No info,16863
6968,Jet Airways,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,13:00,12:35 16 Jun,23h 35m,1 stop,In-flight meal not included,10262
4401,Jet Airways,3/06/2019,Delhi,Cochin,DEL ? BOM ? COK,11:30,12:35 04 Jun,25h 5m,1 stop,In-flight meal not included,10262
7830,IndiGo,27/05/2019,Delhi,Cochin,DEL ? BLR ? COK,15:10,20:00,4h 50m,1 stop,No info,5912
9588,Jet Airways,12/06/2019,Delhi,Cochin,DEL ? IDR ? BOM ? COK,09:35,04:25 13 Jun,18h 50m,2 stops,No info,13292
8039,IndiGo,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,18:35,01:30 25 Jun,6h 55m,1 stop,No info,5883
4184,Air India,09/03/2019,Banglore,New Delhi,BLR ? HYD ? DEL,06:50,23:10,16h 20m,1 stop,No info,5626
3918,SpiceJet,12/04/2019,Kolkata,Banglore,CCU ? BLR,17:10,19:40,2h 30m,non-stop,No info,3873
1182,IndiGo,21/05/2019,Kolkata,Banglore,CCU ? BLR,14:25,16:55,2h 30m,non-stop,No info,5224
6022,IndiGo,9/05/2019,Chennai,Kolkata,MAA ? CCU,11:35,14:00,2h 25m,non-stop,No info,4332
1441,IndiGo,15/04/2019,Banglore,Delhi,BLR ? DEL,18:25,21:20,2h 55m,non-stop,No info,4823
4805,SpiceJet,03/03/2019,Banglore,New Delhi,BLR ? DEL,05:45,08:35,2h 50m,non-stop,No info,6860
6693,Jet Airways,12/06/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,19:30,04:25 13 Jun,8h 55m,2 stops,In-flight meal not included,10368
5190,Air India,1/05/2019,Kolkata,Banglore,CCU ? DEL ? AMD ? BLR,10:00,05:25 02 May,19h 25m,2 stops,No info,13899
4611,Jet Airways,9/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,14:05,22:35,8h 30m,1 stop,In-flight meal not included,10844
621,Air India,15/03/2019,Banglore,New Delhi,BLR ? HYD ? DEL,08:15,21:25,13h 10m,1 stop,No info,6046
5470,Vistara,24/03/2019,Banglore,New Delhi,BLR ? DEL,11:30,14:10,2h 40m,non-stop,No info,5403
957,SpiceJet,3/04/2019,Kolkata,Banglore,CCU ? BLR,17:10,19:40,2h 30m,non-stop,No check-in baggage included,3841
8034,SpiceJet,1/03/2019,Mumbai,Hyderabad,BOM ? HYD,05:45,07:05,1h 20m,non-stop,No info,12475
2193,Air India,9/05/2019,Delhi,Cochin,DEL ? CCU ? BOM ? COK,06:50,07:40 10 May,24h 50m,2 stops,No info,14431
9002,SpiceJet,24/05/2019,Banglore,Delhi,BLR ? DEL,05:55,08:35,2h 40m,non-stop,No info,3311
4341,Jet Airways,9/04/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,23:05,12:35 10 Apr,13h 30m,2 stops,No info,9483
3509,SpiceJet,9/05/2019,Delhi,Cochin,DEL ? PNQ ? COK,08:45,13:15,4h 30m,1 stop,No check-in baggage included,4760
7842,Vistara,9/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,07:10,09:05 10 May,25h 55m,1 stop,No info,9187
9270,Jet Airways,15/06/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,19:30,12:35 16 Jun,17h 5m,2 stops,In-flight meal not included,10368
8853,Air India,9/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,10:00,23:15,13h 15m,1 stop,No info,10203
6491,Multiple carriers,3/06/2019,Delhi,Cochin,DEL ? BOM ? COK,11:30,21:00,9h 30m,1 stop,No info,13587
9344,IndiGo,9/05/2019,Delhi,Cochin,DEL ? COK,14:25,17:40,3h 15m,non-stop,No info,6015
9042,Jet Airways,12/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,09:20 13 May,13h 20m,1 stop,No info,14388
6958,Jet Airways,15/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,09:35,22:05,12h 30m,1 stop,No info,12121
132,Vistara,12/05/2019,Delhi,Cochin,DEL ? COK,14:40,17:50,3h 10m,non-stop,No info,6216
1083,Jet Airways,27/06/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,13:25,12:35 28 Jun,23h 10m,2 stops,No info,12819
10521,IndiGo,24/06/2019,Kolkata,Banglore,CCU ? BLR,22:15,00:50 25 Jun,2h 35m,non-stop,No info,4804
3844,Multiple carriers,21/05/2019,Delhi,Cochin,DEL ? BOM ? COK,09:00,19:00,10h,1 stop,No info,10197
6424,Jet Airways,9/03/2019,Delhi,Cochin,DEL ? BOM ? COK,00:20,04:25 10 Mar,28h 5m,1 stop,In-flight meal not included,11848
9295,Multiple carriers,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,07:00,21:00,14h,1 stop,No info,8073
4409,IndiGo,27/05/2019,Mumbai,Hyderabad,BOM ? HYD,09:10,10:40,1h 30m,non-stop,No info,4049
8248,Air India,12/03/2019,Banglore,New Delhi,BLR ? BOM ? BHO ? DEL,06:45,09:25 13 Mar,26h 40m,2 stops,No info,12515
2854,IndiGo,21/04/2019,Kolkata,Banglore,CCU ? BLR,20:20,22:55,2h 35m,non-stop,No info,4804
3961,Jet Airways,15/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,04:40 16 May,8h 40m,1 stop,No info,13941
10361,GoAir,9/06/2019,Kolkata,Banglore,CCU ? HYD ? BLR,06:40,14:35,7h 55m,1 stop,No info,3673
10409,Vistara,24/03/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,18:45 25 Mar,25h 45m,1 stop,No info,13100
7290,Multiple carriers,27/06/2019,Delhi,Cochin,DEL ? BOM ? COK,10:00,01:30 28 Jun,15h 30m,1 stop,No info,7198
2502,SpiceJet,1/05/2019,Kolkata,Banglore,CCU ? IXB ? BLR,15:55,21:25,5h 30m,1 stop,No info,8844
6479,GoAir,9/06/2019,Banglore,Delhi,BLR ? DEL,07:45,10:40,2h 55m,non-stop,No info,3898
5737,Air India,1/06/2019,Banglore,Delhi,BLR ? DEL,10:00,12:45,2h 45m,non-stop,No info,6961
1950,Jet Airways,15/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,14:05,20:45,6h 40m,1 stop,No info,14781
4182,Jet Airways,15/03/2019,Mumbai,Hyderabad,BOM ? HYD,10:20,11:50,1h 30m,non-stop,No info,8040
1081,Jet Airways,12/06/2019,Delhi,Cochin,DEL ? BOM ? COK,21:50,04:25 13 Jun,6h 35m,1 stop,In-flight meal not included,10262
5207,Jet Airways,9/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,12:00 10 May,16h,1 stop,In-flight meal not included,9663
10626,GoAir,24/03/2019,Banglore,New Delhi,BLR ? DEL,11:40,14:35,2h 55m,non-stop,No info,4340
8601,Air India,27/05/2019,Delhi,Cochin,DEL ? RPR ? NAG ? BOM ? COK,05:15,19:15 28 May,38h,3 stops,No info,10493
614,SpiceJet,6/04/2019,Kolkata,Banglore,CCU ? BLR,17:10,19:40,2h 30m,non-stop,No info,3873
5350,Air India,9/04/2019,Delhi,Cochin,DEL ? MAA ? COK,20:40,09:25 10 Apr,12h 45m,1 stop,No info,4487
3674,Jet Airways,18/05/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,13:25,12:35 19 May,23h 10m,2 stops,No info,15129
984,Jet Airways,06/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,16:55,10:25 07 Mar,17h 30m,1 stop,No info,17261
6031,SpiceJet,21/03/2019,Kolkata,Banglore,CCU ? BLR,22:20,00:40 22 Mar,2h 20m,non-stop,No check-in baggage included,3815
6310,IndiGo,9/06/2019,Delhi,Cochin,DEL ? BOM ? COK,17:10,01:30 10 Jun,8h 20m,1 stop,No info,6206
8343,Air Asia,1/03/2019,Kolkata,Banglore,CCU ? BLR,19:35,22:05,2h 30m,non-stop,No info,5964
9195,IndiGo,09/03/2019,Banglore,New Delhi,BLR ? DEL,00:40,03:25,2h 45m,non-stop,No info,4545
7984,Jet Airways,3/06/2019,Delhi,Cochin,DEL ? BOM ? COK,18:15,12:35 04 Jun,18h 20m,1 stop,In-flight meal not included,10262
3446,IndiGo,18/03/2019,Banglore,New Delhi,BLR ? DEL,22:20,01:10 19 Mar,2h 50m,non-stop,No info,4545
5795,Jet Airways,15/06/2019,Delhi,Cochin,DEL ? COK,11:00,14:15,3h 15m,non-stop,No info,9564
2585,Jet Airways,1/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,14:05,08:15 02 May,18h 10m,1 stop,No info,13941
6059,Jet Airways,27/03/2019,Delhi,Cochin,DEL ? MAA ? BOM ? COK,05:10,19:45 28 Mar,38h 35m,2 stops,In-flight meal not included,8098
3028,IndiGo,24/06/2019,Banglore,Delhi,BLR ? DEL,10:10,13:00,2h 50m,non-stop,No info,3943
8207,Air India,9/06/2019,Kolkata,Banglore,CCU ? BOM ? COK ? BLR,16:50,13:45 10 Jun,20h 55m,2 stops,No info,11752
3224,IndiGo,09/03/2019,Banglore,New Delhi,BLR ? DEL,04:00,06:50,2h 50m,non-stop,No info,8033
6777,Air India,15/03/2019,Banglore,New Delhi,BLR ? GAU ? DEL,13:50,22:10,8h 20m,1 stop,No info,9166
190,IndiGo,03/03/2019,Banglore,New Delhi,BLR ? HYD ? DEL,12:10,17:05,4h 55m,1 stop,No info,8738
1436,Jet Airways,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,13:00,04:25 28 Mar,15h 25m,1 stop,In-flight meal not included,6960
8798,Jet Airways,1/06/2019,Banglore,Delhi,BLR ? DEL,15:15,18:10,2h 55m,non-stop,In-flight meal not included,7229
9120,Air India,27/05/2019,Delhi,Cochin,DEL ? BLR ? COK,17:40,23:00,5h 20m,1 stop,No info,7174
419,Jet Airways,9/03/2019,Delhi,Cochin,DEL ? BOM ? COK,19:45,18:50 10 Mar,23h 5m,1 stop,No info,16289
817,Jet Airways,21/05/2019,Banglore,Delhi,BLR ? DEL,17:45,20:45,3h,non-stop,No info,7229
6410,Air India,12/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,08:50,23:15,14h 25m,1 stop,No info,12127
3033,Jet Airways,06/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,20:35,19:10 07 Mar,22h 35m,1 stop,No info,17471
1384,Multiple carriers,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,17:45,01:30 07 Jun,7h 45m,1 stop,No info,6795
9636,Jet Airways,18/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,09:35,14:25 19 May,28h 50m,1 stop,No info,13067
248,Vistara,27/06/2019,Chennai,Kolkata,MAA ? CCU,17:45,20:05,2h 20m,non-stop,No info,11982
1141,Jet Airways,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,19:45,19:45 28 Mar,24h,1 stop,In-flight meal not included,5963
9275,Air Asia,9/05/2019,Kolkata,Banglore,CCU ? BBI ? BLR,19:55,23:30,3h 35m,1 stop,No info,5162
2388,Air India,21/03/2019,Kolkata,Banglore,CCU ? BLR,20:45,23:20,2h 35m,non-stop,No info,4435
6892,Air India,3/06/2019,Delhi,Cochin,DEL ? GOI ? BOM ? COK,10:55,07:40 04 Jun,20h 45m,2 stops,No info,11753
3153,Multiple carriers,9/06/2019,Delhi,Cochin,DEL ? BOM ? COK,13:00,21:00,8h,1 stop,No info,7408
2097,IndiGo,3/03/2019,Delhi,Cochin,DEL ? BOM ? COK,10:45,01:35 04 Mar,14h 50m,1 stop,No info,14871
8476,Jet Airways,3/06/2019,Delhi,Cochin,DEL ? BOM ? COK,10:00,19:00,9h,1 stop,No info,14714
4357,GoAir,1/05/2019,Banglore,Delhi,BLR ? DEL,07:45,10:40,2h 55m,non-stop,No info,3898
5102,SpiceJet,12/05/2019,Banglore,Delhi,BLR ? DEL,21:10,00:05 13 May,2h 55m,non-stop,No info,4423
10571,Air India,24/05/2019,Kolkata,Banglore,CCU ? BOM ? AMD ? BLR,09:25,05:25 25 May,20h,2 stops,No info,14897
3749,IndiGo,18/05/2019,Mumbai,Hyderabad,BOM ? HYD,12:00,13:30,1h 30m,non-stop,No info,2754
3215,Air India,3/06/2019,Delhi,Cochin,DEL ? LKO ? BOM ? COK,07:10,19:15,12h 5m,2 stops,No info,12698
6771,Jet Airways,27/03/2019,Mumbai,Hyderabad,BOM ? HYD,15:50,17:20,1h 30m,non-stop,In-flight meal not included,2071
1998,Jet Airways,9/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,19:10 10 Jun,26h 10m,1 stop,No info,12692
5709,Jet Airways,9/06/2019,Mumbai,Hyderabad,BOM ? HYD,19:35,21:05,1h 30m,non-stop,No info,5678
9868,Jet Airways,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,11:30,04:25 28 May,16h 55m,1 stop,In-flight meal not included,12898
7981,IndiGo,21/05/2019,Delhi,Cochin,DEL ? BOM ? COK,16:00,21:00,5h,1 stop,No info,7255
8628,IndiGo,24/03/2019,Mumbai,Hyderabad,BOM ? HYD,19:05,20:30,1h 25m,non-stop,No info,2754
7780,Jet Airways,12/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,21:25,07:40 13 Mar,10h 15m,1 stop,No info,11717
6014,SpiceJet,15/03/2019,Banglore,New Delhi,BLR ? DEL,09:35,12:30,2h 55m,non-stop,No check-in baggage included,6205
3171,Multiple carriers,9/03/2019,Delhi,Cochin,DEL ? BOM ? COK,04:00,12:55,8h 55m,1 stop,No info,16259
8230,SpiceJet,9/06/2019,Delhi,Cochin,DEL ? MAA ? COK,15:45,22:05,6h 20m,1 stop,No info,6297
8837,SpiceJet,27/05/2019,Mumbai,Hyderabad,BOM ? HYD,05:45,07:15,1h 30m,non-stop,No info,2017
6648,Jet Airways,1/06/2019,Delhi,Cochin,DEL ? BOM ? COK,02:15,04:25 02 Jun,26h 10m,1 stop,In-flight meal not included,10262
10651,Multiple carriers,27/06/2019,Delhi,Cochin,DEL ? BOM ? COK,04:55,12:35,7h 40m,1 stop,No info,10678
5030,Air India,27/04/2019,Delhi,Cochin,DEL ? COK,18:05,21:10,3h 5m,non-stop,No info,5411
7387,Jet Airways,18/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,05:45,19:50,14h 5m,1 stop,No info,14781
298,Multiple carriers,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,07:30,19:15,11h 45m,1 stop,No info,9001
8226,Multiple carriers,21/03/2019,Delhi,Cochin,DEL ? BOM ? COK,04:45,18:50,14h 5m,1 stop,No info,11098
5366,GoAir,24/06/2019,Kolkata,Banglore,CCU ? BLR,15:20,17:55,2h 35m,non-stop,No info,3514
1226,Air India,9/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,07:00,20:25,13h 25m,1 stop,No info,10203
6606,Air India,12/06/2019,Delhi,Cochin,DEL ? LKO ? BOM ? COK,07:10,19:15,12h 5m,2 stops,No info,12488
663,SpiceJet,9/06/2019,Chennai,Kolkata,MAA ? CCU,08:20,10:35,2h 15m,non-stop,No info,3597
3807,IndiGo,1/05/2019,Delhi,Cochin,DEL ? BOM ? COK,18:35,01:30 02 May,6h 55m,1 stop,No info,8854
3725,SpiceJet,27/05/2019,Mumbai,Hyderabad,BOM ? HYD,22:45,00:15 28 May,1h 30m,non-stop,No check-in baggage included,1965
8338,Jet Airways,09/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,21:25,08:15 13 Mar,10h 50m,1 stop,In-flight meal not included,9134
3553,Jet Airways,21/03/2019,Delhi,Cochin,DEL ? MAA ? BOM ? COK,19:15,18:50 22 Mar,23h 35m,2 stops,In-flight meal not included,8938
7825,Air India,24/03/2019,Banglore,New Delhi,BLR ? DEL,21:10,23:55,2h 45m,non-stop,No info,4441
2981,SpiceJet,6/06/2019,Banglore,Delhi,BLR ? DEL,21:10,00:05 07 Jun,2h 55m,non-stop,No info,3311
7419,Multiple carriers,9/06/2019,Delhi,Cochin,DEL ? HYD ? COK,09:45,22:30,12h 45m,1 stop,No info,9646
4915,IndiGo,3/04/2019,Kolkata,Banglore,CCU ? BLR,17:15,19:50,2h 35m,non-stop,No info,4174
7450,SpiceJet,12/06/2019,Banglore,Delhi,BLR ? DEL,05:55,08:35,2h 40m,non-stop,No info,4423
8824,Air Asia,6/04/2019,Kolkata,Banglore,CCU ? BLR,10:20,12:55,2h 35m,non-stop,No info,3807
3255,Air Asia,1/06/2019,Delhi,Cochin,DEL ? BLR ? COK,16:45,07:10 02 Jun,14h 25m,1 stop,No info,11410
3478,Vistara,6/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,23:25,6h 25m,1 stop,No info,8610
9157,Jet Airways,9/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,09:45 10 Jun,16h 45m,1 stop,No info,14151
9282,Jet Airways,15/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,08:00,08:15 16 Mar,24h 15m,1 stop,In-flight meal not included,10405
5885,Air India,18/05/2019,Kolkata,Banglore,CCU ? IXR ? DEL ? BLR,05:50,08:55 19 May,27h 5m,2 stops,No info,12723
1631,Jet Airways,15/06/2019,Banglore,Delhi,BLR ? DEL,15:15,18:10,2h 55m,non-stop,In-flight meal not included,7229
89,Jet Airways,24/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:25,14:25 25 May,18h,1 stop,In-flight meal not included,10703
1057,IndiGo,1/05/2019,Mumbai,Hyderabad,BOM ? HYD,19:05,20:35,1h 30m,non-stop,No info,2754
2170,GoAir,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,10:35,19:35,9h,1 stop,No info,4959
2399,Multiple carriers,15/05/2019,Delhi,Cochin,DEL ? BOM ? COK,04:55,12:35,7h 40m,1 stop,No info,9103
7805,Jet Airways,24/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,23:35 25 May,27h 35m,1 stop,In-flight meal not included,10844
7205,Air India,03/03/2019,Banglore,New Delhi,BLR ? CCU ? DEL,11:05,22:45,11h 40m,1 stop,No info,11444
2902,Air India,24/06/2019,Delhi,Cochin,DEL ? GOI ? BOM ? COK,10:55,19:15,8h 20m,2 stops,No info,11753
189,Air Asia,12/06/2019,Banglore,Delhi,BLR ? DEL,11:10,13:55,2h 45m,non-stop,No info,3383
799,Air India,3/03/2019,Delhi,Cochin,DEL ? HYD ? MAA ? COK,07:05,09:25 04 Mar,26h 20m,2 stops,No info,9400
1470,Multiple carriers,6/03/2019,Delhi,Cochin,DEL ? BOM ? COK,10:45,19:15,8h 30m,1 stop,No info,15077
4707,IndiGo,6/06/2019,Banglore,Delhi,BLR ? DEL,20:00,22:50,2h 50m,non-stop,No info,4823
2069,Jet Airways,9/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,16:20 10 Jun,20h 20m,1 stop,In-flight meal not included,10844
10069,Jet Airways,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,16:00,12:35 25 Jun,20h 35m,1 stop,In-flight meal not included,10262
2874,Jet Airways,9/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:25,21:05 10 Jun,24h 40m,1 stop,In-flight meal not included,10539
4998,Multiple carriers,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,11:40,19:15,7h 35m,1 stop,In-flight meal not included,7268
167,SpiceJet,21/05/2019,Banglore,Delhi,BLR ? DEL,05:55,08:35,2h 40m,non-stop,No info,3311
8165,Jet Airways,6/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,09:20 07 May,13h 20m,1 stop,No info,14388
5915,Multiple carriers,1/06/2019,Delhi,Cochin,DEL ? BOM ? COK,18:15,01:30 02 Jun,7h 15m,1 stop,No info,13377
5726,IndiGo,1/03/2019,Chennai,Kolkata,MAA ? CCU,14:40,17:05,2h 25m,non-stop,No info,7295
4861,Jet Airways,12/06/2019,Delhi,Cochin,DEL ? NAG ? BOM ? COK,14:35,12:35 13 Jun,22h,2 stops,In-flight meal not included,10919
5142,Jet Airways,12/06/2019,Delhi,Cochin,DEL ? LKO ? BOM ? COK,11:45,04:25 13 Jun,16h 40m,2 stops,No info,13882
4978,Multiple carriers,24/05/2019,Delhi,Cochin,DEL ? BOM ? COK,09:00,19:00,10h,1 stop,No info,10197
1594,IndiGo,24/04/2019,Delhi,Cochin,DEL ? BLR ? COK,15:10,20:00,4h 50m,1 stop,No info,6027
8938,Air India,12/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,10:00,23:15,13h 15m,1 stop,No info,10203
2389,Jet Airways,12/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,16:30,04:40 13 Jun,12h 10m,1 stop,In-flight meal not included,6224
5425,IndiGo,12/05/2019,Chennai,Kolkata,MAA ? CCU,22:05,00:25 13 May,2h 20m,non-stop,No info,5277
7372,IndiGo,1/04/2019,Delhi,Cochin,DEL ? MAA ? COK,02:00,07:25,5h 25m,1 stop,No info,5164
9482,Air India,9/06/2019,Kolkata,Banglore,CCU ? DEL ? AMD ? BLR,07:00,05:25 10 Jun,22h 25m,2 stops,No info,12534
5275,Jet Airways,12/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,08:25,19:50,11h 25m,1 stop,In-flight meal not included,9899
8310,Jet Airways,27/05/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,05:30,04:25 28 May,22h 55m,2 stops,No info,15129
